股票代码,现价,昨收,策略数量,策略名称
002486.SZ,2.52,2.57,1,strategy_macd_golden_cross
603557.SH,3.32,3.16,1,strategy_macd_golden_cross
000509.SZ,3.35,3.28,1,strategy_macd_golden_cross
002141.SZ,3.5,3.36,1,strategy_macd_golden_cross
002370.SZ,3.95,3.59,1,strategy_top_gainers
002969.SZ,4.07,3.7,2,"strategy_check_breakout_batch, strategy_top_gainers"
002634.SZ,4.13,4.11,1,strategy_macd_golden_cross
600601.SH,4.72,4.29,1,strategy_top_gainers
002659.SZ,4.94,4.86,1,strategy_macd_golden_cross
603176.SH,5.45,4.95,2,"strategy_check_breakout_batch, strategy_top_gainers"
002546.SZ,5.47,4.97,1,strategy_top_gainers
000665.SZ,5.5,5.0,1,strategy_top_gainers
002712.SZ,5.61,5.58,1,strategy_macd_golden_cross
002491.SZ,5.69,5.17,2,"strategy_top_gainers, strategy_macd_golden_cross"
000530.SZ,6.04,5.49,1,strategy_top_gainers
000701.SZ,6.05,5.5,1,strategy_top_gainers
002587.SZ,6.23,6.1,1,strategy_macd_golden_cross
603113.SH,6.87,6.89,1,strategy_macd_golden_cross
002446.SZ,6.98,6.76,1,strategy_macd_golden_cross
603660.SH,7.07,6.95,1,strategy_macd_golden_cross
002658.SZ,7.3,6.91,2,"strategy_check_breakout_batch, strategy_macd_golden_cross"
001258.SZ,7.57,6.88,1,strategy_top_gainers
600589.SH,7.69,6.99,1,strategy_top_gainers
605066.SH,7.81,7.1,1,strategy_top_gainers
002057.SZ,8.35,8.35,1,strategy_macd_golden_cross
600037.SH,8.48,7.71,1,strategy_top_gainers
002115.SZ,8.57,7.79,1,strategy_top_gainers
603106.SH,9.8,8.91,1,strategy_top_gainers
605299.SH,9.91,9.01,2,"strategy_check_breakout_batch, strategy_top_gainers"
600739.SH,10.88,10.85,1,strategy_macd_golden_cross
002951.SZ,11.22,10.2,1,strategy_top_gainers
600818.SH,11.64,10.97,1,strategy_macd_golden_cross
605018.SH,12.82,11.65,1,strategy_top_gainers
002184.SZ,13.05,11.86,1,strategy_top_gainers
600178.SH,13.57,12.34,1,strategy_macd_golden_cross
605298.SH,13.82,12.56,1,strategy_top_gainers
603679.SH,14.18,12.89,1,strategy_top_gainers
000426.SZ,14.25,14.09,1,strategy_macd_golden_cross
000532.SZ,15.15,15.02,1,strategy_macd_golden_cross
002957.SZ,16.35,15.91,1,strategy_macd_golden_cross
603151.SH,,17.12,1,strategy_macd_golden_cross
603585.SH,17.33,15.75,2,"strategy_top_gainers, strategy_macd_golden_cross"
603595.SH,19.44,18.36,1,strategy_macd_golden_cross
301197.SZ,19.63,16.36,1,strategy_top_gainers
001231.SZ,19.63,19.38,1,strategy_macd_golden_cross
001222.SZ,20.28,19.9,1,strategy_macd_golden_cross
601138.SH,20.56,19.43,1,strategy_macd_golden_cross
002932.SZ,21.46,19.51,1,strategy_top_gainers
002265.SZ,22.52,20.47,1,strategy_top_gainers
001379.SZ,22.65,20.59,2,"strategy_top_gainers, strategy_macd_golden_cross"
831175.BJ,25.28,22.66,1,strategy_top_gainers
002981.SZ,26.09,23.72,1,strategy_top_gainers
002466.SZ,30.26,30.37,1,strategy_macd_golden_cross
301377.SZ,30.82,27.58,1,strategy_top_gainers
002384.SZ,31.1,29.9,1,strategy_macd_golden_cross
601628.SH,39.76,38.98,1,strategy_macd_golden_cross
603083.SH,41.83,38.03,1,strategy_top_gainers
002335.SZ,42.46,38.6,1,strategy_top_gainers
301306.SZ,44.92,37.43,1,strategy_top_gainers
001389.SZ,53.33,48.48,1,strategy_top_gainers
603991.SH,63.79,57.99,1,strategy_top_gainers
301196.SZ,70.65,61.9,1,strategy_top_gainers
603392.SH,78.36,71.24,1,strategy_top_gainers
839493.BJ,157.8,139.9,1,strategy_top_gainers
603129.SH,200.14,186.0,1,strategy_macd_golden_cross
